Group: aopalliance | Artifact: aopalliance | Version: 1.0
Group: org.apache.maven | Artifact: maven-repository-metadata | Version: 2.0.9
Group: org.apache.maven | Artifact: maven-settings | Version: 2.0.6
Group: org.apache.maven | Artifact: maven-settings | Version: 2.0.9
Group: org.apache.maven | Artifact: maven-toolchain | Version: 1.0
Group: org.apache.maven | Artifact: maven-toolchain | Version: 2.0.9
Group: org.apache.maven.doxia | Artifact: doxia-sink-api | Version: 1.0-alpha-7
Group: org.apache.maven.plugin-tools | Artifact: maven-plugin-annotations | Version: 3.1
Group: org.apache.maven.plugins | Artifact: maven-clean-plugin | Version: 2.5
Group: org.apache.maven.plugins | Artifact: maven-clean-plugin | Version: 3.1.0
Group: org.apache.maven.plugins | Artifact: maven-clean-plugin | Version: 3.2.0
Group: org.apache.maven.plugins | Artifact: maven-clean-plugin | Version: 3.3.2
Group: org.apache.maven.plugins | Artifact: maven-clean-plugin | Version: 3.4.1
Group: org.apache.maven.plugins | Artifact: maven-compiler-plugin | Version: 3.1
Group: org.apache.maven.plugins | Artifact: maven-compiler-plugin | Version: 3.11.0
Group: org.apache.maven.plugins | Artifact: maven-compiler-plugin | Version: 3.13.0
Group: org.apache.maven.plugins | Artifact: maven-compiler-plugin | Version: 3.14.1
Group: org.apache.maven.plugins | Artifact: maven-compiler-plugin | Version: 3.2
Group: org.apache.maven.plugins | Artifact: maven-compiler-plugin | Version: 3.8.1
Group: org.apache.maven.plugins | Artifact: maven-deploy-plugin | Version: 2.8.2
Group: org.apache.maven.plugins | Artifact: maven-deploy-plugin | Version: 3.1.1
Group: org.apache.maven.plugins | Artifact: maven-deploy-plugin | Version: 3.1.2
Group: org.apache.maven.plugins | Artifact: maven-install-plugin | Version: 2.4
Group: org.apache.maven.plugins | Artifact: maven-install-plugin | Version: 2.5.2
Group: org.apache.maven.plugins | Artifact: maven-install-plugin | Version: 3.1.1
Group: org.apache.maven.plugins | Artifact: maven-install-plugin | Version: 3.1.2
Group: org.apache.maven.plugins | Artifact: maven-install-plugin | Version: 3.1.4
Group: org.apache.maven.plugins | Artifact: maven-jar-plugin | Version: 2.4
Group: org.apache.maven.plugins | Artifact: maven-jar-plugin | Version: 3.2.0
Group: org.apache.maven.plugins | Artifact: maven-jar-plugin | Version: 3.3.0
Group: org.apache.maven.plugins | Artifact: maven-jar-plugin | Version: 3.4.1
Group: org.apache.maven.plugins | Artifact: maven-jar-plugin | Version: 3.4.2
Group: org.apache.maven.plugins | Artifact: maven-resources-plugin | Version: 2.6
Group: org.apache.maven.plugins | Artifact: maven-resources-plugin | Version: 3.2.0
Group: org.apache.maven.plugins | Artifact: maven-resources-plugin | Version: 3.3.1
Group: org.apache.maven.plugins | Artifact: maven-shade-plugin | Version: 3.5.0
Group: org.apache.maven.plugins | Artifact: maven-shade-plugin | Version: 3.6.0
Group: org.apache.maven.plugins | Artifact: maven-site-plugin | Version: 3.12.1
Group: org.apache.maven.plugins | Artifact: maven-surefire-plugin | Version: 2.12.4
Group: org.apache.maven.plugins | Artifact: maven-surefire-plugin | Version: 2.22.2
Group: org.apache.maven.plugins | Artifact: maven-surefire-plugin | Version: 3.0.0
Group: org.apache.maven.plugins | Artifact: maven-surefire-plugin | Version: 3.1.2
Group: org.apache.maven.plugins | Artifact: maven-surefire-plugin | Version: 3.2.5
Group: org.apache.maven.plugins | Artifact: maven-surefire-plugin | Version: 3.5.4
Group: org.apache.maven.reporting | Artifact: maven-reporting-api | Version: 2.0.6
Group: org.apache.maven.reporting | Artifact: maven-reporting-api | Version: 2.0.9
Group: org.apache.maven.resolver | Artifact: maven-resolver-api | Version: 1.4.1
Group: org.apache.maven.resolver | Artifact: maven-resolver-api | Version: 1.9.22
Group: org.apache.maven.resolver | Artifact: maven-resolver-util | Version: 1.4.1
Group: org.apache.maven.resolver | Artifact: maven-resolver-util | Version: 1.9.22
Group: org.apache.maven.shared | Artifact: file-management | Version: 3.1.0
Group: org.apache.maven.shared | Artifact: maven-common-artifact-filters | Version: 1.3
Group: org.apache.maven.shared | Artifact: maven-common-artifact-filters | Version: 3.1.1
Group: org.apache.maven.shared | Artifact: maven-common-artifact-filters | Version: 3.3.2
Group: org.apache.maven.shared | Artifact: maven-common-artifact-filters | Version: 3.4.0
Group: org.apache.maven.shared | Artifact: maven-dependency-tree | Version: 3.2.1
Group: org.apache.maven.shared | Artifact: maven-filtering | Version: 1.1
Group: org.apache.maven.shared | Artifact: maven-filtering | Version: 3.3.1
Group: org.apache.maven.shared | Artifact: maven-shared-incremental | Version: 1.1
Group: org.apache.maven.shared | Artifact: maven-shared-utils | Version: 0.1
Group: org.apache.maven.shared | Artifact: maven-shared-utils | Version: 3.2.1
Group: org.apache.maven.shared | Artifact: maven-shared-utils | Version: 3.3.4
Group: org.apache.maven.shared | Artifact: maven-shared-utils | Version: 3.4.2
Group: org.apache.maven.surefire | Artifact: maven-surefire-common | Version: 2.12.4
Group: org.apache.maven.surefire | Artifact: maven-surefire-common | Version: 3.0.0
Group: org.apache.maven.surefire | Artifact: maven-surefire-common | Version: 3.1.2
Group: org.apache.maven.surefire | Artifact: maven-surefire-common | Version: 3.5.4
Group: org.apache.maven.surefire | Artifact: surefire-api | Version: 2.12.4
Group: org.apache.maven.surefire | Artifact: surefire-api | Version: 3.0.0
Group: org.apache.maven.surefire | Artifact: surefire-api | Version: 3.1.2
Group: org.apache.maven.surefire | Artifact: surefire-api | Version: 3.5.4
Group: org.apache.maven.surefire | Artifact: surefire-booter | Version: 2.12.4
Group: org.apache.maven.surefire | Artifact: surefire-booter | Version: 3.0.0
Group: org.apache.maven.surefire | Artifact: surefire-booter | Version: 3.1.2
Group: org.apache.maven.surefire | Artifact: surefire-booter | Version: 3.5.4
Group: org.apache.maven.surefire | Artifact: surefire-extensions-api | Version: 3.0.0
Group: org.apache.maven.surefire | Artifact: surefire-extensions-api | Version: 3.1.2
Group: org.apache.maven.surefire | Artifact: surefire-extensions-api | Version: 3.5.4
Group: org.apache.maven.surefire | Artifact: surefire-extensions-spi | Version: 3.0.0
Group: org.apache.maven.surefire | Artifact: surefire-extensions-spi | Version: 3.1.2
Group: org.apache.maven.surefire | Artifact: surefire-extensions-spi | Version: 3.5.4
Group: org.apache.maven.surefire | Artifact: surefire-logger-api | Version: 3.0.0
Group: org.apache.maven.surefire | Artifact: surefire-logger-api | Version: 3.1.2
Group: org.apache.maven.surefire | Artifact: surefire-logger-api | Version: 3.5.4
Group: org.apache.maven.surefire | Artifact: surefire-shared-utils | Version: 3.0.0
Group: org.apache.maven.surefire | Artifact: surefire-shared-utils | Version: 3.1.2
Group: org.apache.maven.surefire | Artifact: surefire-shared-utils | Version: 3.5.4
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-core | Version: 10.1.11
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-core | Version: 10.1.18
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-core | Version: 10.1.19
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-core | Version: 10.1.50
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-core | Version: 9.0.52
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-el | Version: 10.1.11
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-el | Version: 10.1.18
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-el | Version: 10.1.19
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-el | Version: 10.1.50
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-el | Version: 9.0.52
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-websocket | Version: 10.1.11
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-websocket | Version: 10.1.18
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-websocket | Version: 10.1.19
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-websocket | Version: 10.1.50
Group: org.apache.tomcat.embed | Artifact: tomcat-embed-websocket | Version: 9.0.52
Group: org.apache.xbean | Artifact: xbean-reflect | Version: 3.4
Group: org.apiguardian | Artifact: apiguardian-api | Version: 1.1.0
Group: org.apiguardian | Artifact: apiguardian-api | Version: 1.1.2
Group: org.aspectj | Artifact: aspectjweaver | Version: 1.9.21
Group: org.assertj | Artifact: assertj-core | Version: 3.19.0
Group: org.assertj | Artifact: assertj-core | Version: 3.24.2
Group: org.assertj | Artifact: assertj-core | Version: 3.27.6
Group: org.awaitility | Artifact: awaitility | Version: 4.2.0
Group: org.awaitility | Artifact: awaitility | Version: 4.2.2
Group: org.bouncycastle | Artifact: bcprov-jdk18on | Version: 1.78
Group: org.checkerframework | Artifact: checker-qual | Version: 3.12.0
Group: org.checkerframework | Artifact: checker-qual | Version: 3.31.0
Group: org.checkerframework | Artifact: checker-qual | Version: 3.32.0
Group: org.codehaus.mojo | Artifact: animal-sniffer-annotations | Version: 1.23
Group: org.codehaus.plexus | Artifact: plexus-archiver | Version: 2.1
Group: org.codehaus.plexus | Artifact: plexus-archiver | Version: 4.4.0
Group: org.codehaus.plexus | Artifact: plexus-archiver | Version: 4.9.2
Group: org.codehaus.plexus | Artifact: plexus-classworlds | Version: 2.2.2
Group: org.codehaus.plexus | Artifact: plexus-classworlds | Version: 2.2.3
Group: org.codehaus.plexus | Artifact: plexus-compiler-api | Version: 2.13.0
Group: org.codehaus.plexus | Artifact: plexus-compiler-api | Version: 2.15.0
Group: org.codehaus.plexus | Artifact: plexus-compiler-api | Version: 2.2
Group: org.codehaus.plexus | Artifact: plexus-compiler-api | Version: 2.4
Group: org.codehaus.plexus | Artifact: plexus-compiler-javac | Version: 2.13.0
Group: org.codehaus.plexus | Artifact: plexus-compiler-javac | Version: 2.15.0
Group: org.codehaus.plexus | Artifact: plexus-compiler-javac | Version: 2.2
Group: org.codehaus.plexus | Artifact: plexus-compiler-javac | Version: 2.4
Group: org.codehaus.plexus | Artifact: plexus-compiler-manager | Version: 2.13.0
Group: org.codehaus.plexus | Artifact: plexus-compiler-manager | Version: 2.15.0
Group: org.codehaus.plexus | Artifact: plexus-compiler-manager | Version: 2.2
Group: org.codehaus.plexus | Artifact: plexus-compiler-manager | Version: 2.4
Group: org.codehaus.plexus | Artifact: plexus-component-annotations | Version: 1.5.5
Group: org.codehaus.plexus | Artifact: plexus-component-annotations | Version: 1.7.1
Group: org.codehaus.plexus | Artifact: plexus-container-default | Version: 1.0-alpha-9-stable-1
Group: org.codehaus.plexus | Artifact: plexus-container-default | Version: 1.5.5
Group: org.codehaus.plexus | Artifact: plexus-digest | Version: 1.0
Group: org.codehaus.plexus | Artifact: plexus-interactivity-api | Version: 1.0-alpha-4
Group: org.codehaus.plexus | Artifact: plexus-interpolation | Version: 1.13
Group: org.codehaus.plexus | Artifact: plexus-interpolation | Version: 1.15
Group: org.codehaus.plexus | Artifact: plexus-interpolation | Version: 1.26
Group: org.codehaus.plexus | Artifact: plexus-interpolation | Version: 1.27
Group: org.codehaus.plexus | Artifact: plexus-io | Version: 2.0.2
Group: org.codehaus.plexus | Artifact: plexus-io | Version: 3.4.0
Group: org.codehaus.plexus | Artifact: plexus-io | Version: 3.4.2
Group: org.codehaus.plexus | Artifact: plexus-java | Version: 1.1.2
Group: org.codehaus.plexus | Artifact: plexus-java | Version: 1.5.0
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 1.1
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 1.5.1
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 1.5.8
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 2.0.4
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 2.0.5
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 3.0
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 3.0.5
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 3.0.8
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 3.4.2
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 3.5.0
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 3.5.1
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 4.0.0
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 4.0.1
Group: org.codehaus.plexus | Artifact: plexus-utils | Version: 4.0.2
Group: org.codehaus.plexus | Artifact: plexus-xml | Version: 3.0.1
Group: org.codehaus.woodstox | Artifact: stax2-api | Version: 4.2.1
Group: org.conscrypt | Artifact: conscrypt-openjdk-uber | Version: 2.5.2
Group: org.eclipse.aether | Artifact: aether-api | Version: 1.0.0.v20140518
Group: org.eclipse.aether | Artifact: aether-util | Version: 1.0.0.v20140518
Group: org.eclipse.angus | Artifact: angus-activation | Version: 2.0.1
Group: org.eclipse.angus | Artifact: angus-activation | Version: 2.0.2
Group: org.eclipse.angus | Artifact: jakarta.mail | Version: 2.0.3
Group: org.example | Artifact: SpringProgram1 | Version: 1.0-SNAPSHOT
Group: org.flywaydb | Artifact: flyway-core | Version: 9.22.3
Group: org.glassfish.jaxb | Artifact: jaxb-core | Version: 4.0.4
Group: org.glassfish.jaxb | Artifact: jaxb-core | Version: 4.0.5
Group: org.glassfish.jaxb | Artifact: jaxb-runtime | Version: 4.0.4
Group: org.glassfish.jaxb | Artifact: jaxb-runtime | Version: 4.0.5
Group: org.glassfish.jaxb | Artifact: txw2 | Version: 4.0.4
Group: org.glassfish.jaxb | Artifact: txw2 | Version: 4.0.5
Group: org.hamcrest | Artifact: hamcrest | Version: 2.2
Group: org.hamcrest | Artifact: hamcrest | Version: 3.0
Group: org.hdrhistogram | Artifact: HdrHistogram | Version: 2.1.12
Group: org.hibernate.common | Artifact: hibernate-commons-annotations | Version: 6.0.6.Final
Group: org.hibernate.orm | Artifact: hibernate-core | Version: 6.4.1.Final
Group: org.hibernate.orm | Artifact: hibernate-core | Version: 6.4.4.Final
Group: org.hibernate.validator | Artifact: hibernate-validator | Version: 8.0.1.Final
Group: org.influxdb | Artifact: influxdb-java | Version: 2.23
Group: org.iq80.snappy | Artifact: snappy | Version: 0.4
Group: org.jboss.logging | Artifact: jboss-logging | Version: 3.5.3.Final
Group: org.jboss.marshalling | Artifact: jboss-marshalling | Version: 2.0.11.Final
Group: org.jboss.marshalling | Artifact: jboss-marshalling-river | Version: 2.0.11.Final
Group: org.jdom | Artifact: jdom2 | Version: 2.0.6.1
Group: org.jetbrains | Artifact: annotations | Version: 13.0
Group: org.jetbrains.kotlin | Artifact: kotlin-stdlib | Version: 1.9.22
Group: org.jetbrains.kotlin | Artifact: kotlin-stdlib | Version: 1.9.25
Group: org.jetbrains.kotlin | Artifact: kotlin-stdlib-common | Version: 1.9.22
Group: org.jetbrains.kotlin | Artifact: kotlin-stdlib-common | Version: 1.9.25
Group: org.jetbrains.kotlin | Artifact: kotlin-stdlib-jdk7 | Version: 1.9.22
Group: org.jetbrains.kotlin | Artifact: kotlin-stdlib-jdk8 | Version: 1.9.22
Group: org.jodd | Artifact: jodd-bean | Version: 5.1.6
Group: org.jodd | Artifact: jodd-core | Version: 5.1.6
Group: org.json | Artifact: json | Version: 20231013
Group: org.junit.jupiter | Artifact: junit-jupiter | Version: 5.10.2
Group: org.junit.jupiter | Artifact: junit-jupiter | Version: 5.12.2
Group: org.junit.jupiter | Artifact: junit-jupiter | Version: 5.7.2
Group: org.junit.jupiter | Artifact: junit-jupiter | Version: 5.9.3
Group: org.junit.jupiter | Artifact: junit-jupiter-api | Version: 5.10.2
Group: org.junit.jupiter | Artifact: junit-jupiter-api | Version: 5.12.2
Group: org.junit.jupiter | Artifact: junit-jupiter-api | Version: 5.7.2
Group: org.junit.jupiter | Artifact: junit-jupiter-api | Version: 5.9.3
Group: org.junit.jupiter | Artifact: junit-jupiter-engine | Version: 5.10.2
Group: org.junit.jupiter | Artifact: junit-jupiter-engine | Version: 5.12.2
Group: org.junit.jupiter | Artifact: junit-jupiter-engine | Version: 5.7.2
Group: org.junit.jupiter | Artifact: junit-jupiter-engine | Version: 5.9.3
Group: org.junit.jupiter | Artifact: junit-jupiter-params | Version: 5.10.2
Group: org.junit.jupiter | Artifact: junit-jupiter-params | Version: 5.12.2
Group: org.junit.jupiter | Artifact: junit-jupiter-params | Version: 5.7.2
Group: org.junit.jupiter | Artifact: junit-jupiter-params | Version: 5.9.3
Group: org.junit.platform | Artifact: junit-platform-commons | Version: 1.10.2
Group: org.junit.platform | Artifact: junit-platform-commons | Version: 1.12.2
Group: org.junit.platform | Artifact: junit-platform-commons | Version: 1.7.2
Group: org.junit.platform | Artifact: junit-platform-commons | Version: 1.9.3
Group: org.junit.platform | Artifact: junit-platform-engine | Version: 1.10.2
Group: org.junit.platform | Artifact: junit-platform-engine | Version: 1.12.2
Group: org.junit.platform | Artifact: junit-platform-engine | Version: 1.7.2
Group: org.junit.platform | Artifact: junit-platform-engine | Version: 1.9.3
Group: org.latencyutils | Artifact: LatencyUtils | Version: 2.0.3
Group: org.lz4 | Artifact: lz4-java | Version: 1.8.0
Group: org.mapstruct | Artifact: mapstruct | Version: 1.5.5.Final
Group: org.mapstruct | Artifact: mapstruct-processor | Version: 1.5.5.Final
Group: org.mockito | Artifact: mockito-core | Version: 3.9.0
Group: org.mockito | Artifact: mockito-core | Version: 5.17.0
Group: org.mockito | Artifact: mockito-core | Version: 5.3.1
Group: org.mockito | Artifact: mockito-core | Version: 5.7.0
Group: org.mockito | Artifact: mockito-junit-jupiter | Version: 3.9.0
Group: org.mockito | Artifact: mockito-junit-jupiter | Version: 5.17.0
Group: org.mockito | Artifact: mockito-junit-jupiter | Version: 5.3.1
Group: org.mockito | Artifact: mockito-junit-jupiter | Version: 5.7.0
Group: org.msgpack | Artifact: msgpack-core | Version: 0.9.3
Group: org.objenesis | Artifact: objenesis | Version: 3.2
Group: org.objenesis | Artifact: objenesis | Version: 3.3
Group: org.opentest4j | Artifact: opentest4j | Version: 1.2.0
Group: org.opentest4j | Artifact: opentest4j | Version: 1.3.0
Group: org.ow2.asm | Artifact: asm | Version: 9.1
Group: org.ow2.asm | Artifact: asm | Version: 9.3
Group: org.ow2.asm | Artifact: asm | Version: 9.4
Group: org.ow2.asm | Artifact: asm | Version: 9.5
Group: org.ow2.asm | Artifact: asm | Version: 9.7
Group: org.ow2.asm | Artifact: asm | Version: 9.7.1
Group: org.ow2.asm | Artifact: asm | Version: 9.8
Group: org.ow2.asm | Artifact: asm-commons | Version: 9.5
Group: org.ow2.asm | Artifact: asm-commons | Version: 9.7
Group: org.ow2.asm | Artifact: asm-tree | Version: 9.5
Group: org.ow2.asm | Artifact: asm-tree | Version: 9.7
Group: org.postgresql | Artifact: postgresql | Version: 42.6.0
Group: org.postgresql | Artifact: postgresql | Version: 42.6.2
Group: org.projectlombok | Artifact: lombok | Version: 1.18.20
Group: org.projectlombok | Artifact: lombok | Version: 1.18.28
Group: org.projectlombok | Artifact: lombok | Version: 1.18.30
Group: org.projectlombok | Artifact: lombok | Version: 1.18.36
Group: org.projectlombok | Artifact: lombok | Version: 1.18.42
Group: org.reactivestreams | Artifact: reactive-streams | Version: 1.0.4
Group: org.redisson | Artifact: redisson | Version: 3.23.2
Group: org.redisson | Artifact: redisson-spring-boot-starter | Version: 3.23.2
Group: org.redisson | Artifact: redisson-spring-data-31 | Version: 3.23.2
Group: org.skyscreamer | Artifact: jsonassert | Version: 1.5.0
Group: org.skyscreamer | Artifact: jsonassert | Version: 1.5.1
Group: org.skyscreamer | Artifact: jsonassert | Version: 1.5.3
Group: org.slf4j | Artifact: jul-to-slf4j | Version: 1.7.32
Group: org.slf4j | Artifact: jul-to-slf4j | Version: 2.0.11
Group: org.slf4j | Artifact: jul-to-slf4j | Version: 2.0.12
Group: org.slf4j | Artifact: jul-to-slf4j | Version: 2.0.17
Group: org.slf4j | Artifact: jul-to-slf4j | Version: 2.0.7
Group: org.slf4j | Artifact: slf4j-api | Version: 1.7.32
Group: org.slf4j | Artifact: slf4j-api | Version: 1.7.36
Group: org.slf4j | Artifact: slf4j-api | Version: 2.0.11
Group: org.slf4j | Artifact: slf4j-api | Version: 2.0.12
Group: org.slf4j | Artifact: slf4j-api | Version: 2.0.17
Group: org.slf4j | Artifact: slf4j-api | Version: 2.0.7
Group: org.sonatype.plexus | Artifact: plexus-build-api | Version: 0.0.4
Group: org.sonatype.plexus | Artifact: plexus-build-api | Version: 0.0.7
Group: org.sonatype.sisu | Artifact: sisu-guice | Version: 2.1.7
Group: org.sonatype.sisu | Artifact: sisu-inject-bean | Version: 1.4.2
Group: org.sonatype.sisu | Artifact: sisu-inject-plexus | Version: 1.4.2
Group: org.springdoc | Artifact: springdoc-openapi-starter-common | Version: 2.3.0
Group: org.springdoc | Artifact: springdoc-openapi-starter-webmvc-api | Version: 2.3.0
Group: org.springdoc | Artifact: springdoc-openapi-starter-webmvc-ui | Version: 2.3.0
Group: org.springframework | Artifact: spring-aop | Version: 4.3.6.RELEASE
Group: org.springframework | Artifact: spring-aop | Version: 5.3.9
Group: org.springframework | Artifact: spring-aop | Version: 6.0.11
Group: org.springframework | Artifact: spring-aop | Version: 6.1.1
Group: org.springframework | Artifact: spring-aop | Version: 6.1.3
Group: org.springframework | Artifact: spring-aop | Version: 6.1.5
Group: org.springframework | Artifact: spring-aop | Version: 6.2.15
Group: org.springframework | Artifact: spring-aspects | Version: 6.1.3
Group: org.springframework | Artifact: spring-aspects | Version: 6.1.5
Group: org.springframework | Artifact: spring-beans | Version: 4.3.6.RELEASE
Group: org.springframework | Artifact: spring-beans | Version: 5.3.9
Group: org.springframework | Artifact: spring-beans | Version: 6.0.11
Group: org.springframework | Artifact: spring-beans | Version: 6.1.1
Group: org.springframework | Artifact: spring-beans | Version: 6.1.3
Group: org.springframework | Artifact: spring-beans | Version: 6.1.5
Group: org.springframework | Artifact: spring-beans | Version: 6.2.15
Group: org.springframework | Artifact: spring-context | Version: 4.3.6.RELEASE
Group: org.springframework | Artifact: spring-context | Version: 5.3.9
Group: org.springframework | Artifact: spring-context | Version: 6.0.11
Group: org.springframework | Artifact: spring-context | Version: 6.1.1
Group: org.springframework | Artifact: spring-context | Version: 6.1.3
Group: org.springframework | Artifact: spring-context | Version: 6.1.5
Group: org.springframework | Artifact: spring-context | Version: 6.2.15
Group: org.springframework | Artifact: spring-context-support | Version: 6.1.3
Group: org.springframework | Artifact: spring-context-support | Version: 6.1.5
Group: org.springframework | Artifact: spring-core | Version: 4.3.6.RELEASE
Group: org.springframework | Artifact: spring-core | Version: 5.3.9
Group: org.springframework | Artifact: spring-core | Version: 6.0.10
Group: org.springframework | Artifact: spring-core | Version: 6.0.11
Group: org.springframework | Artifact: spring-core | Version: 6.1.3
Group: org.springframework | Artifact: spring-core | Version: 6.1.5
Group: org.springframework | Artifact: spring-core | Version: 6.2.15
Group: org.springframework | Artifact: spring-expression | Version: 4.3.6.RELEASE
Group: org.springframework | Artifact: spring-expression | Version: 5.3.9
Group: org.springframework | Artifact: spring-expression | Version: 6.0.11
Group: org.springframework | Artifact: spring-expression | Version: 6.1.1
Group: org.springframework | Artifact: spring-expression | Version: 6.1.3
Group: org.springframework | Artifact: spring-expression | Version: 6.1.5
Group: org.springframework | Artifact: spring-expression | Version: 6.2.15
Group: org.springframework | Artifact: spring-jcl | Version: 5.3.9
Group: org.springframework | Artifact: spring-jcl | Version: 6.0.10
Group: org.springframework | Artifact: spring-jcl | Version: 6.0.11
Group: org.springframework | Artifact: spring-jcl | Version: 6.1.3
Group: org.springframework | Artifact: spring-jcl | Version: 6.1.5
Group: org.springframework | Artifact: spring-jcl | Version: 6.2.15
Group: org.springframework | Artifact: spring-jdbc | Version: 6.1.3
Group: org.springframework | Artifact: spring-jdbc | Version: 6.1.5
Group: org.springframework | Artifact: spring-messaging | Version: 6.1.3
Group: org.springframework | Artifact: spring-messaging | Version: 6.1.5
Group: org.springframework | Artifact: spring-orm | Version: 6.1.3
Group: org.springframework | Artifact: spring-orm | Version: 6.1.5
Group: org.springframework | Artifact: spring-oxm | Version: 6.1.3
Group: org.springframework | Artifact: spring-oxm | Version: 6.1.5
Group: org.springframework | Artifact: spring-test | Version: 5.3.9
Group: org.springframework | Artifact: spring-test | Version: 6.0.11
Group: org.springframework | Artifact: spring-test | Version: 6.1.5
Group: org.springframework | Artifact: spring-test | Version: 6.2.15
Group: org.springframework | Artifact: spring-tx | Version: 6.1.3
Group: org.springframework | Artifact: spring-tx | Version: 6.1.5
Group: org.springframework | Artifact: spring-web | Version: 5.3.9
Group: org.springframework | Artifact: spring-web | Version: 6.0.11
Group: org.springframework | Artifact: spring-web | Version: 6.1.3
Group: org.springframework | Artifact: spring-web | Version: 6.1.5
Group: org.springframework | Artifact: spring-web | Version: 6.2.15
Group: org.springframework | Artifact: spring-webmvc | Version: 5.3.9
Group: org.springframework | Artifact: spring-webmvc | Version: 6.0.11
Group: org.springframework | Artifact: spring-webmvc | Version: 6.1.3
Group: org.springframework | Artifact: spring-webmvc | Version: 6.1.5
Group: org.springframework | Artifact: spring-webmvc | Version: 6.2.15
Group: org.springframework.boot | Artifact: spring-boot | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-actuator | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-actuator | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-actuator-autoconfigure | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-actuator-autoconfigure | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-autoconfigure | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-autoconfigure | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-autoconfigure | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-autoconfigure | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-autoconfigure | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-buildpack-platform | Version: 3.2.0
Group: org.springframework.boot | Artifact: spring-boot-buildpack-platform | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-buildpack-platform | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-buildpack-platform | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-loader-tools | Version: 3.2.0
Group: org.springframework.boot | Artifact: spring-boot-loader-tools | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-loader-tools | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-loader-tools | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-maven-plugin | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-maven-plugin | Version: 3.2.0
Group: org.springframework.boot | Artifact: spring-boot-maven-plugin | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-maven-plugin | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-maven-plugin | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-starter | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-starter | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-starter | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-starter-actuator | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-actuator | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-aop | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-aop | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-data-jpa | Version: 3.2.2
